"ratID","des_days","muscle","cycle","data"
"rat24",-1,"VM",3,1.19281651939541
"rat24",-1,"VM",4,1.43620789986017
"rat24",-1,"VM",5,1.0860113189843
"rat24",-1,"VM",6,0.858311014651896
"rat24",-1,"VM",7,0.650311304992045
"rat24",-1,"VM",8,0.657833140224459
"rat24",-1,"VM",9,0.946465152985819
"rat24",-1,"VM",14,1.23948514035905
"rat24",-1,"VM",15,0.555207115271292
"rat24",-1,"VM",16,1.07715501286083
"rat24",-1,"VM",17,0.681578772418189
"rat24",-1,"VM",18,0.881735894100408
"rat24",-1,"VM",19,0.524519636752134
"rat24",-1,"VM",20,0.677857462995731
"rat24",-1,"VM",22,1.10802615830762
"rat24",-1,"VM",23,1.04869613887253
"rat24",-1,"VM",24,0.606094162135741
"rat24",-1,"VM",27,1.07889544493097
"rat24",-1,"VM",28,1.60537635119122
"rat24",-1,"VM",30,0.840248702892972
"rat24",-1,"VM",31,1.17719984764172
"rat24",-1,"VM",32,1.0935132221608
"rat24",-1,"VM",34,0.913902308488691
"rat24",-1,"VM",35,1.07127586770018
"rat24",-1,"VM",37,1.33110979984634
"rat24",-1,"VM",40,1.47080769011876
"rat24",-1,"VM",41,0.9510966515233
"rat24",-1,"VM",42,1.02015351940287
"rat24",-1,"VM",44,0.803401962212177
"rat24",-1,"VM",46,1.27084952667194
"rat24",-1,"VM",47,1.36021434729532
"rat24",-1,"VM",51,1.15133126024738
"rat24",-1,"VM",53,1.25800655265084
"rat24",-1,"VM",54,1.33628508846235
"rat24",-1,"VM",55,1.10918915525533
"rat24",-1,"VM",56,0.984321711958235
"rat24",-1,"VM",57,0.847724004123198
"rat24",-1,"VM",58,0.627649869337771
"rat24",-1,"VM",59,0.995964080621294
"rat24",-1,"VM",60,0.486214660639862
"rat24",-1,"VM",61,1.03422730547509
"rat24",-1,"VM",65,1.45274381971578
"rat24",-1,"VM",66,0.758997998318581
"rat24",-1,"VM",67,1.66391272318202
"rat24",-1,"VM",70,1.08882122751053
"rat24",-1,"VM",73,1.41736697783243
"rat24",-1,"VM",75,1.32787363845271
"rat24",-1,"VM",76,1.11954794879758
"rat24",-1,"VM",79,0.913659550175072
"rat24",-1,"VM",81,1.42867756392983
"rat24",-1,"VM",87,0.771553642416386
"rat24",-1,"VM",88,0.955163031641505
"rat24",-1,"VM",90,1.08080310951961
"rat24",-1,"VM",92,1.27704598454145
"rat24",-1,"VM",95,1.30161395959065
"rat24",-1,"VM",97,1.38209182270067
"rat24",-1,"VM",98,1.11415987791777
"rat24",-1,"VM",100,0.95644105381968
"rat24",-1,"VM",102,1.16200011093231
"rat24",-1,"VM",103,1.17603340502467
"rat24",-1,"VM",107,1.24438544672993
"rat24",-1,"VM",108,1.10826536193
"rat24",-1,"VM",109,1.04926609131923
"rat24",-1,"VM",110,0.877019208637838
"rat24",-1,"VM",111,1.08555241359768
"rat24",-1,"VM",112,1.30448067578457
"rat24",-1,"VM",113,1.29387886117735
"rat24",-1,"VM",114,0.812826908076312
"rat24",-1,"VM",115,0.851408418161491
"rat24",-1,"VM",116,0.818208232382496
"rat24",-1,"VM",117,0.864031377981108
"rat24",-1,"VM",118,0.720951546529651
"rat24",-1,"VM",120,0.412893284221642
"rat24",-1,"VM",121,0.308733882510879
"rat24",-1,"VM",122,0.646555340764777
"rat24",-1,"VM",123,1.11989127354771
"rat24",-1,"VM",124,0.696320318431928
"rat24",-1,"VM",125,0.476847641220268
"rat24",-1,"VM",126,0.385262485595232
"rat24",-1,"VM",127,0.499717037616843
"rat24",1,"RF",3,1.69961993842881
"rat24",1,"RF",4,3.22694540073678
"rat24",1,"RF",5,3.46892349110473
"rat24",1,"RF",7,2.60170235511972
"rat24",1,"RF",9,2.38634273533745
"rat24",1,"RF",10,3.01656747844428
"rat24",1,"RF",12,1.84408031749146
"rat24",1,"RF",13,2.87115496552941
"rat24",1,"RF",14,3.63081560254046
"rat24",1,"RF",16,7.21180969869339
"rat24",1,"RF",17,3.27027473947606
"rat24",1,"RF",18,1.91538856838389
"rat24",1,"RF",19,1.43536026237257
"rat24",1,"RF",20,4.04702194692288
"rat24",1,"RF",22,6.56808803524909
"rat24",1,"RF",23,3.47778488210955
"rat24",1,"RF",25,2.43766203110677
"rat24",1,"RF",26,5.32374649695105
"rat24",1,"RF",28,4.36010450264857
"rat24",1,"RF",30,6.01552561287154
"rat24",1,"RF",31,5.18390290161299
"rat24",1,"RF",33,4.21322540861785
"rat24",1,"RF",34,2.5957122983358
"rat24",1,"RF",35,3.26672651526064
"rat24",1,"RF",36,5.36510194187194
"rat24",1,"RF",37,2.92440506882001
"rat24",1,"RF",38,2.77385353443469
"rat24",1,"RF",39,6.18247255227935
"rat24",1,"RF",40,2.78698662590157
"rat24",1,"RF",42,4.77268615632973
"rat24",1,"RF",43,6.82556050179804
"rat24",1,"RF",44,8.10460346564117
"rat24",1,"RF",46,1.83571533748621
"rat24",1,"RF",47,3.57358218812152
"rat24",1,"RF",48,2.11434336008675
"rat24",1,"RF",49,4.18827622790243
"rat24",1,"RF",50,4.71728294848537
"rat24",1,"RF",51,3.18448257540111
"rat24",1,"RF",52,10.5951153102467
"rat24",1,"RF",55,4.3169509057832
"rat24",1,"RF",56,3.93810219869576
"rat24",1,"RF",57,4.56791966891014
"rat24",1,"RF",58,6.83662533205511
"rat24",1,"RF",59,4.15760583324717
"rat24",1,"RF",60,4.5787329068823
"rat24",1,"RF",62,8.07663171294417
"rat24",1,"RF",63,5.56294027870708
"rat24",1,"RF",64,6.8516516122621
"rat24",1,"RF",65,5.37429102043896
"rat24",1,"RF",68,5.32134808836502
"rat24",1,"RF",69,9.41024155208745
"rat24",1,"RF",71,6.43900204583614
"rat24",1,"RF",72,5.60916815821767
"rat24",1,"RF",73,2.12207408042771
"rat24",1,"RF",74,3.69140620031648
"rat24",1,"RF",76,4.62413224746945
"rat24",1,"RF",77,2.22651934095533
"rat24",1,"RF",78,4.44634952957257
"rat24",1,"RF",79,6.76672790835948
"rat24",1,"RF",80,3.148306320747
"rat24",1,"RF",81,4.05296169648641
"rat24",1,"RF",83,2.81127832889124
"rat24",1,"RF",84,7.28833195915692
"rat24",1,"RF",86,3.52270714348896
"rat24",1,"RF",87,3.96360126099778
"rat24",1,"RF",88,2.95822661411688
"rat24",1,"RF",89,1.53577574310228
"rat24",1,"RF",90,2.23478247198672
"rat24",1,"RF",91,1.54336609830572
"rat24",1,"RF",92,1.50150948542176
"rat24",1,"RF",96,4.65715071641618
"rat24",1,"RF",97,6.58774920924976
"rat24",1,"RF",99,5.39989252044206
"rat24",1,"RF",101,3.56371127933119
"rat24",1,"RF",102,8.55776276392069
