"ratID","des_days","joint","cycle","data"
"rat22",-1,"knee",30,36.5226642807172
"rat22",-1,"knee",31,35.0704177735211
"rat22",-1,"knee",32,41.0577146657517
"rat22",-1,"knee",33,37.4129723250399
"rat22",-1,"knee",34,43.100076287807
"rat22",-1,"knee",35,41.9232986112252
"rat22",-1,"knee",36,45.556983212374
"rat22",-1,"knee",37,39.5394446196397
"rat22",-1,"knee",38,40.193891560728
"rat22",-1,"knee",39,46.4078567966495
"rat22",-1,"knee",40,40.0142995381775
"rat22",-1,"knee",41,38.7237294913659
"rat22",-1,"knee",42,37.3876202943935
"rat22",-1,"knee",43,43.249942211146
"rat22",-1,"knee",46,52.4466003647347
"rat22",-1,"knee",49,40.8056846773356
"rat22",-1,"knee",52,45.723060835021
"rat22",-1,"knee",53,38.7807208110108
"rat22",-1,"knee",54,34.8909898870653
"rat22",-1,"knee",55,41.9051016921176
"rat22",-1,"knee",56,36.1422955411899
"rat22",-1,"knee",57,45.9719922532558
"rat22",-1,"knee",58,48.7890123901983
"rat22",-1,"knee",59,41.7925364637954
"rat22",-1,"knee",60,37.3050855617477
"rat22",-1,"knee",62,41.2389039953892
"rat22",-1,"knee",63,38.6621670827962
"rat22",-1,"knee",64,40.1639906037618
"rat22",-1,"knee",65,39.8315017440792
"rat22",-1,"knee",66,42.0603074396424
"rat22",-1,"knee",67,43.4117669217886
"rat22",-1,"knee",69,46.0956669693268
"rat22",-1,"knee",70,51.650353312801
"rat22",-1,"knee",71,36.5689971258156
"rat22",-1,"knee",72,38.0384636512913
"rat22",-1,"knee",73,40.9349635763027
"rat22",-1,"knee",74,38.6888030626381
"rat22",-1,"knee",75,39.8775826810659
"rat22",-1,"knee",76,38.9463069199024
"rat22",-1,"knee",77,41.7829680233077
"rat22",-1,"knee",78,51.5579617923512
"rat22",-1,"knee",80,40.462989370995
"rat22",-1,"knee",81,37.840476978068
"rat22",-1,"knee",82,42.1680408610042
"rat22",-1,"knee",83,38.2968596840619
"rat22",-1,"knee",84,36.6826863179527
"rat22",-1,"knee",85,39.4380263965142
"rat22",-1,"ankle",1,74.4448462997165
"rat22",-1,"ankle",2,72.0129171636186
"rat22",-1,"ankle",3,77.4793410595406
"rat22",-1,"ankle",4,81.6692872242291
